duration,Q_RelevantIDFraudScore,gender,nationality,ethnicity,age,preferred_game_name,gaming_time,gaming_related_activities_time,online_gaming_time,offline_gaming_time,playing_esports,rank,team_membership,playing_with_offline_friends,MOGQ_social1,MOGQ_social2,MOGQ_social3,MOGQ_social4,MOGQ_escape1,MOGQ_escape2,MOGQ_escape3,MOGQ_escape4,MOGQ_competition1,MOGQ_competition2,MOGQ_competition3,MOGQ_competition4,MOGQ_coping1,MOGQ_coping2,MOGQ_coping3,MOGQ_coping4,IGCQ_1,IGCQ_2,IGCQ_3,IGCQ_4,attention_check_1,IGDS9SF_1,IGDS9SF_2,IGDS9SF_3,IGDS9SF_4,IGDS9SF_5,IGDS9SF_6,IGDS9SF_7,IGDS9SF_8,IGDS9SF_9,GDT_1,GDT_2,GDT_3,GDT_4,IGD_alternative_criterion2,IGD_alternative_criterion5,IGD_alternative_criterion6,IGD_alternative_criterion3,IGD_alternative_craving,IGD_alternative_health,BFRS_1,BFRS_2,BFRS_3,BFRS_4,BFRS_5,BFRS_6,BFRS_7,BSCS_1,BSCS_2,BSCS_3,BSCS_4,BSCS_5,BSCS_6,BSCS_7,BSCS_8,BSCS_9,BSCS_10,BSCS_11,BSCS_12,BSCS_13,attention_check_2,neuroticism_1,neuroticism_2,neuroticism_3,neuroticism_4,neuroticism_5,neuroticism_6,neuroticism_7,neuroticism_8,neuroticism_9,neuroticism_10,DJGLS_1,DJGLS_2,DJGLS_3,DJGLS_4,DJGLS_5,DJGLS_6,harm_avoidance_1,harm_avoidance_2,harm_avoidance_3,harm_avoidance_4,harm_avoidance_5,harm_avoidance_6,harm_avoidance_7,harm_avoidance_8,harm_avoidance_9,harm_avoidance_10,BAS_reward_1,BAS_reward_2,BAS_reward_3,BAS_reward_4,BAS_reward_5,
456,0,Male,Mexicano,Latino,23,Shooters,6,14,100,0,Yes,Master,No,Often,,Almost always/always,,Almost always/always,Most of the time,,,Most of the time,Almost always/always,,,Almost always/always,,Most of the time,Most of the time,,Agree,No agreement,Strongly Agree,No agreement,Often,Very often,Rarely,Rarely,Very often,Often,Rarely,Never,Sometimes,Very often,Very often,Very often,Often,Often,Never,Rarely,Never,Rarely,Very often,Very often,A lot,A lot,,A lot,,A lot,,5       Very much,,,,5       Very much,,,5       Very much,5       Very much,,1 Not at all,1 Not at all,5       Very much,Moderately Inaccurate,,Very Inaccurate,,Very Accurate,Very Inaccurate,Very Accurate,,,,Very Accurate,Strongly disagree,,,Strongly disagree,Strongly disagree,,Very Inaccurate,,Very Inaccurate,,,Very Inaccurate,Very Inaccurate,Very Inaccurate,,,,Very true for me,Very true for me,,Very true for me,
669,75,Male,Polish,White,19,"Minecraft, league of legends",8,4,80,20,Yes,cs:go- global elite league of legends- platinum 1,No,Often,Half of the time,,,Half of the time,Most of the time,,Almost never/never,,Almost always/always,,Almost always/always,,,Most of the time,,Almost never/never,Agree,Agree,No agreement,No agreement,Often,Often,Rarely,Rarely,Never,Rarely,Never,Rarely,Often,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Often,Sometimes,Sometimes,Rarely,A lot,,,A lot,A lot,,A lot,4,2,,3,,3,,2,,2,4,,,Moderately Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,Very Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,,,Strongly agree,,Strongly agree,,Disagree,Very Accurate,,Very Accurate,,,,,Very Inaccurate,Moderately Inaccurate,Moderately Accurate,,Very true for me,,Somewhat true for me,Very true for me,
513,0,Male,Portuguese,White,22,Action-Adventure,2,1,55,45,Yes,Platinum,No,Often,Some of time,,,Almost always/always,Most of the time,,Most of the time,,Most of the time,Most of the time,,,,Most of the time,,Half of the time,Agree,Agree,No agreement,No agreement,Often,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Often,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Somewhat,,Somewhat,,A lot,,A lot,3,,3,2,,3,4,2,,,,,2,Moderately Inaccurate,,Moderately Accurate,,Very Inaccurate,,Moderately Accurate,Moderately Inaccurate,,Moderately Accurate,,,Agree,,Agree,,Agree,Moderately Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,,Very Accurate,,,Moderately Inaccurate,,Very true for me,Somewhat true for me,,,Very true for me,
406,0,Male,Hungarian,white,19,League of Legends,7,3,82,18,Yes,Diamond,No,Very often,,,Some of time,Some of time,Half of the time,,Most of the time,,Almost always/always,Almost always/always,,,,Most of the time,Almost always/always,,Agree,Strongly Agree,Agree,Strongly Agree,Often,Rarely,Never,Rarely,Rarely,Sometimes,Never,Never,Rarely,Never,Often,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Often,Never,A lot,,A lot,,A lot,,Somewhat,2,,5       Very much,3,,4,,3,,2,,3,,Moderately Inaccurate,,,Moderately Inaccurate,Moderately Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,Very Accurate,,,,Strongly agree,Strongly agree,Strongly agree,,,Moderately Inaccurate,,Moderately Accurate,Very Accurate,,,,Very Accurate,,Moderately Inaccurate,,Somewhat true for me,,Very true for me,Somewhat true for me,
373,0,Female,United States,Caucasian,20,Overwatch,3,4,45,55,Yes,Diamond,Yes,Often,,,Some of time,Some of time,Most of the time,Half of the time,,,Half of the time,Half of the time,,,Half of the time,Most of the time,,,Agree,Agree,No agreement,Agree,Often,Sometimes,Often,Never,Never,Never,Never,Never,Often,Never,Rarely,Rarely,Sometimes,Rarely,Often,Never,Never,Sometimes,Often,Rarely,A lot,A lot,A lot,,,A lot,,3,,,1 Not at all,4,,4,2,,4,,2,,Moderately Inaccurate,,,,Moderately Accurate,Moderately Accurate,Moderately Inaccurate,Very Inaccurate,Moderately Accurate,,,Neither agree nor disagree,,Neither agree nor disagree,Agree,,,,,Very Accurate,Moderately Inaccurate,Very Inaccurate,,,,Neither Accurate Nor Inaccurate,Very Inaccurate,,Somewhat true for me,Very true for me,,Very true for me,
824,0,Male,Polish,White,23,"MMORPG, MOBA, online games mostly",13,10,90,10,Yes,Diamond,No,Sometimes,Half of the time,,,Most of the time,Most of the time,,,Some of time,Almost always/always,,,Some of time,Most of the time,Some of time,,,No agreement,Strongly Agree,Strongly Agree,Agree,Often,Very often,Never,Sometimes,Sometimes,Rarely,Often,Sometimes,Rarely,Rarely,Rarely,Often,Very often,Very often,Rarely,Never,Often,Sometimes,Very often,Very often,Somewhat,Somewhat,Somewhat,,,,A lot,2,,5       Very much,5       Very much,,,,1 Not at all,5       Very much,,2,4,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,,,,Agree,,,Agree,,Neither agree nor disagree,,,Very Accurate,Very Accurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,,Moderately Accurate,,Very true for me,Somewhat true for me,,,Very true for me,
495,0,Male,Portuguese,White,30,MOBA,3,5,100,0,Yes,Gold,No,Very often,,Almost never/never,,Half of the time,Some of time,,,Some of time,Almost always/always,,,Half of the time,,Almost never/never,Almost never/never,,No agreement,Agree,No agreement,No agreement,Often,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,A lot,,A lot,,A lot,A lot,,3,,,1 Not at all,2,,,4,,2,4,2,,Moderately Inaccurate,,Very Inaccurate,,Very Inaccurate,Very Inaccurate,Neither Accurate Nor Inaccurate,Very Accurate,,,,,Agree,,Agree,Disagree,,Very Accurate,Moderately Inaccurate,Moderately Accurate,,Moderately Inaccurate,,Very Inaccurate,,,,Very true for me,Very true for me,,,Somewhat true for me,
405,5,Male,Greek,Greek,25,Battle Royal,2,1,90,10,Yes,Platinum,Yes,Often,,,Most of the time,Most of the time,Half of the time,,Most of the time,,Almost always/always,,Most of the time,,Almost always/always,Most of the time,,,Agree,Agree,Agree,Strongly Agree,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Often,Sometimes,Often,Often,Sometimes,Often,Often,Often,Sometimes,Very often,Rarely,Sometimes,Often,Often,Somewhat,,,Somewhat,A lot,,Somewhat,3,4,5       Very much,,5       Very much,,,2,5       Very much,,,,4,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,Moderately Accurate,,Moderately Inaccurate,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Neither agree nor disagree,,,Disagree,Disagree,,Very Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,Moderately Accurate,Neither Accurate Nor Inaccurate,,,,Very true for me,Very true for me,,Very true for me,,
382,0,Male,Dutch,Dutch,27,League of legends,2,2,50,50,Yes,Platinum,No,Rarely,,,Some of time,Some of time,Most of the time,,,Half of the time,Most of the time,Half of the time,,,,Half of the time,Almost never/never,,No agreement,No agreement,No agreement,No agreement,Often,Rarely,Rarely,Never,Rarely,Sometimes,Never,Rarely,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Sometimes,Never,Rarely,Rarely,Somewhat,Somewhat,,,Somewhat,Somewhat,,2,3,,,,3,4,2,,4,,3,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Accurate,Very Inaccurate,,,Moderately Inaccurate,,Neither agree nor disagree,,Neither agree nor disagree,Disagree,,Very Accurate,Neither Accurate Nor Inaccurate,Moderately Accurate,Moderately Inaccurate,Moderately Inaccurate,,,,,,Somewhat false for me,Somewhat false for me,,,Somewhat false for me,
432,0,Male,Italian,Caucasian,23,Role playing games,2,1,31,69,Yes,Diamond,No,Often,,,Almost never/never,Most of the time,Most of the time,,Most of the time,,Some of time,,,Some of time,Some of time,Most of the time,,,No agreement,Agree,No agreement,Agree,Often,Sometimes,Often,Often,Sometimes,Very often,Often,Sometimes,Very often,Very often,Often,Very often,Very often,Often,Never,Very often,Sometimes,Rarely,Rarely,Often,Somewhat,,Somewhat,Not at all,,,Not at all,2,,3,1 Not at all,3,,4,1 Not at all,,,,,1 Not at all,Moderately Inaccurate,Moderately Accurate,,,Moderately Inaccurate,,Moderately Inaccurate,Moderately Accurate,Very Inaccurate,,,,Strongly agree,Agree,Disagree,,,Very Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,,,,Moderately Inaccurate,Moderately Inaccurate,,,Somewhat true for me,Very false for me,Somewhat true for me,,
519,0,Male,USA,Germanic,38,mmorpg,3,1,80,20,Yes,Rival,Yes,Rarely,,,Half of the time,Some of time,Some of time,Some of time,,,Half of the time,Half of the time,,,Some of time,Some of time,,,No agreement,No agreement,No agreement,No agreement,Often,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Often,Sometimes,Rarely,Rarely,Often,Rarely,A lot,A lot,Somewhat,,,,A lot,3,,2,3,4,,,3,,5       Very much,,,3,Moderately Inaccurate,,Very Accurate,,Moderately Inaccurate,,Moderately Accurate,Very Accurate,,Very Accurate,,Strongly disagree,,,Agree,Strongly disagree,,,,Moderately Inaccurate,,Very Accurate,,Very Accurate,,Moderately Inaccurate,Moderately Accurate,Very true for me,Very true for me,,,Very true for me,
751,0,Female,British,Chinese,20,League of Legends,3,1,90,10,Yes,Diamond,Yes,Rarely,Some of time,,,Most of the time,Some of time,Most of the time,,,Almost never/never,,,Some of time,,Most of the time,,Most of the time,No agreement,Strongly Agree,No agreement,Strongly Agree,Often,Sometimes,Never,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,Never,Sometimes,Never,Not at all,,,Not at all,Not at all,Not at all,,4,2,,2,1 Not at all,,,3,,4,,,1 Not at all,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,Moderately Accurate,Moderately Accurate,Moderately Accurate,,,Agree,Strongly agree,,Neither agree nor disagree,Moderately Accurate,,Very Accurate,Neither Accurate Nor Inaccurate,,Moderately Accurate,Very Inaccurate,,,,,Very true for me,Somewhat true for me,,Very true for me,
651,0,Male,USA ,Asian/Pacific Islander ,27,Adventure,10,1,10,90,Yes,"Archon/Emerald/Diamond - depends on the game, but they are MOBAs ",No,Often,,Some of time,,Some of time,Most of the time,,,Most of the time,Some of time,,Some of time,,,Almost always/always,,Almost always/always,No agreement,No agreement,Agree,Strongly Agree,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Never,Very often,Never,Often,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Often,Often,Not at all,,Not at all,,,Not at all,Not at all,3,3,,5       Very much,,4,,3,4,,,2,,Moderately Inaccurate,Moderately Accurate,,,Very Inaccurate,Very Inaccurate,Very Accurate,,,Moderately Accurate,,Agree,,,Disagree,Agree,,,,Moderately Accurate,Moderately Accurate,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Moderately Inaccurate,,,Very true for me,Somewhat true for me,,Very true for me,
651,0,Male,Poland,Caucasian,20,MOBA,5,8,70,30,Yes,Diamond,Yes,Very often,Most of the time,,,Most of the time,Half of the time,,,Most of the time,Almost always/always,,Most of the time,,,Almost always/always,Half of the time,,Agree,Agree,Strongly Agree,Agree,Often,Often,Rarely,Often,Rarely,Sometimes,Sometimes,Sometimes,Very often,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Often,Often,Often,Often,A lot,Somewhat,,A lot,A lot,,,4,,5       Very much,,5       Very much,,,2,2,3,3,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Accurate,,Very Accurate,,Very Inaccurate,,,,Moderately Accurate,,Agree,Agree,Disagree,,,,,Moderately Inaccurate,Very Accurate,Moderately Accurate,,,Moderately Accurate,,Neither Accurate Nor Inaccurate,Very true for me,Very true for me,,,Very true for me,
505,0,Male,Portuguese,White,21,Counter Strike : Global Offensive,6,3,100,0,Yes,"Global Elite, Level 10 FACEIT",Yes,Very often,,,Half of the time,Half of the time,Some of time,,Half of the time,,Almost always/always,,,Half of the time,Most of the time,Almost never/never,,,No agreement,Strongly Agree,No agreement,Strongly Agree,Often,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Often,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,A lot,,A lot,A lot,,A lot,,2,4,,,,3,,1 Not at all,4,,2,,5       Very much,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Moderately Accurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,,,Strongly agree,Strongly agree,Strongly agree,,Very Accurate,Neither Accurate Nor Inaccurate,Very Accurate,Moderately Accurate,,,,Moderately Inaccurate,,,Very true for me,Very true for me,Very true for me,,,
984,0,Male,Polish,White European,22,League of Legends,8,3,75,25,Yes,Platinum,No,Very often,,,Some of time,Half of the time,Almost always/always,,,Almost always/always,Most of the time,,Half of the time,,Most of the time,Half of the time,,,Agree,Strongly Agree,Agree,Agree,Often,Sometimes,Sometimes,Sometimes,Sometimes,Never,Often,Never,Often,Rarely,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Often,Somewhat,Somewhat,,Somewhat,Somewhat,,,1 Not at all,,4,3,,3,4,1 Not at all,3,,,,,Moderately Inaccurate,,,Moderately Accurate,Moderately Accurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,,Agree,,,Agree,Neither agree nor disagree,,,Moderately Inaccurate,Moderately Accurate,,Moderately Inaccurate,,,Moderately Inaccurate,,Very Inaccurate,,Somewhat true for me,,Very true for me,Somewhat true for me,
641,0,Male,Polish,white,21,League Of Legends,4,6,60,40,Yes,Master,Yes,Often,,Almost never/never,,Almost never/never,Some of time,,Almost never/never,,Most of the time,,,Most of the time,,Some of time,Almost never/never,,No agreement,Agree,No agreement,No agreement,Often,Sometimes,Never,Never,Rarely,Sometimes,Rarely,Never,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Never,Sometimes,Rarely,Somewhat,Not at all,,A lot,,A lot,,4,3,,4,4,,,3,,,3,,1 Not at all,Moderately Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,Very Inaccurate,Very Inaccurate,Very Accurate,,,,,,,,Strongly agree,Strongly disagree,Agree,,Neither Accurate Nor Inaccurate,Very Accurate,,Very Inaccurate,,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,Very true for me,Somewhat true for me,,Somewhat true for me,,
872,30,Male,South African,Black,32,Street Fighter V,1,0,70,30,Yes,Gold,No,Often,,Some of time,,Almost never/never,Almost never/never,,,Almost never/never,Most of the time,Half of the time,,,Some of time,Some of time,,,No agreement,No agreement,No agreement,Agree,Often,Sometimes,Never,Rarely,Never,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Rarely,Never,Rarely,Often,Sometimes,A lot,Somewhat,A lot,,,A lot,,2,3,3,,3,,,2,3,2,,,,Moderately Inaccurate,Moderately Inaccurate,,,Very Inaccurate,,Moderately Inaccurate,,,Moderately Inaccurate,Moderately Accurate,,,Neither agree nor disagree,Strongly agree,Disagree,,,,Moderately Accurate,Moderately Accurate,,,Moderately Inaccurate,,Moderately Inaccurate,Very Inaccurate,,Very true for me,Somewhat true for me,Very true for me,,
373,5,Male,British,Asian - Bangladeshi,25,Fighting,4,6,95,5,Yes,Silver/Gold,No,Very often,Half of the time,,,Most of the time,Most of the time,Most of the time,,,Most of the time,Most of the time,,,,Almost always/always,Some of time,,No agreement,No agreement,No agreement,No agreement,Often,Often,Never,Sometimes,Often,Sometimes,Never,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Rarely,Often,Rarely,Never,Often,Often,Never,Somewhat,Not at all,Somewhat,Somewhat,,,,3,,,,,3,4,2,4,,3,3,,Moderately Inaccurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Very Inaccurate,Moderately Inaccurate,,Moderately Accurate,,,Neither agree nor disagree,Strongly agree,,Strongly agree,,,Very Accurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,Very true for me,Somewhat true for me,,,Somewhat true for me,
424,0,Male,Portuguese,White,20,"CS:GO, FPS",3,8,90,10,Yes,Legendary Eagle Master,No,Sometimes,Some of time,,,Almost always/always,Almost always/always,,Almost always/always,,Almost always/always,Almost always/always,,,,Most of the time,,Some of time,Agree,Agree,Strongly Agree,No agreement,Often,Sometimes,Rarely,Often,Sometimes,Rarely,Rarely,Never,Often,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Often,Often,Often,Sometimes,Somewhat,Not at all,,,,A lot,Somewhat,3,,5       Very much,,4,,5       Very much,2,5       Very much,,2,,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,Very Accurate,,,Very Inaccurate,,Neither agree nor disagree,,Agree,,Agree,,Moderately Accurate,Moderately Accurate,,Moderately Inaccurate,Moderately Accurate,,,Neither Accurate Nor Inaccurate,,Very true for me,Very true for me,,,Very true for me,
364,0,Male,USA,Hispanic ,24,Exploring,4,2,61,39,Yes,gold,No,Sometimes,,,Almost always/always,Half of the time,Half of the time,,,Some of time,Half of the time,,,Some of time,,Most of the time,Some of time,,Agree,No agreement,No agreement,Agree,Often,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Never,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,A lot,Somewhat,,A lot,,A lot,,3,3,4,,2,3,,3,,,,2,,Moderately Inaccurate,,Very Inaccurate,,Very Inaccurate,,Moderately Accurate,Moderately Inaccurate,Very Accurate,,,,Agree,,Agree,,Disagree,,,Very Accurate,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Accurate,,Very true for me,Very true for me,,Very true for me,
658,0,Male,German,caucasian,19,Paladins,7,5,67,33,Yes,Grandmaster,Yes,Sometimes,Some of time,,,Some of time,Some of time,,,Some of time,Most of the time,Half of the time,,,,Some of time,,Some of time,No agreement,Strongly Agree,No agreement,No agreement,Often,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,A lot,,,A lot,,A lot,A lot,3,,,,,3,3,3,4,,4,3,,Moderately Inaccurate,Moderately Inaccurate,,,Moderately Inaccurate,,Moderately Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,,,,Neither agree nor disagree,Neither agree nor disagree,Agree,,,,Moderately Accurate,,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Somewhat true for me,Somewhat true for me,Somewhat true for me,,,
1372,0,Male,Poland,Poland,18,League of Legends,12,4,96,4,Yes,Platinum ,No,Very often,,Some of time,,Most of the time,Some of time,,Some of time,,Almost always/always,,Half of the time,,Most of the time,Half of the time,,,No agreement,Agree,No agreement,Agree,Often,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Somewhat,Not at all,,,Somewhat,,Somewhat,3,,4,,2,,4,2,3,3,,,,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,,Agree,,Agree,,Neither agree nor disagree,Moderately Inaccurate,,Moderately Accurate,,,Neither Accurate Nor Inaccurate,Very Inaccurate,Moderately Inaccurate,,,Somewhat true for me,Somewhat true for me,Somewhat true for me,,,
909,0,Female,Poland,Poland,20,"fps, moba",12,5,94,6,Yes,gold,No,Often,,Most of the time,,Almost always/always,Almost always/always,,,Some of time,Most of the time,,Almost always/always,,,Half of the time,Some of time,,No agreement,Agree,Agree,Agree,Often,Sometimes,Never,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Often,Sometimes,Never,Never,Rarely,Never,Sometimes,Sometimes,Somewhat,Not at all,,,Somewhat,A lot,,4,,5       Very much,,,,3,3,,4,4,,2,Moderately Inaccurate,,,Moderately Accurate,Moderately Accurate,,Very Inaccurate,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,,,Agree,Strongly disagree,Strongly agree,,,,Moderately Accurate,,,Neither Accurate Nor Inaccurate,,Very Inaccurate,Moderately Inaccurate,Moderately Inaccurate,,Very true for me,,Very true for me,Very true for me,
506,0,Male,Chilean,Latino,25,Super Smash Bros. Ultimate,3,1,35,65,Yes,Platinum,No,Often,,,Half of the time,Most of the time,Almost always/always,,,Most of the time,Most of the time,,Some of time,,,Half of the time,Half of the time,,No agreement,No agreement,No agreement,No agreement,Often,Sometimes,Sometimes,Sometimes,Often,Rarely,Rarely,Rarely,Very often,Rarely,Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Rarely,Sometimes,A lot,,Somewhat,A lot,,A lot,,1 Not at all,4,5       Very much,,4,,,2,,,3,4,,Moderately Inaccurate,,,,Moderately Accurate,,Very Inaccurate,,Moderately Accurate,Moderately Inaccurate,Moderately Accurate,Disagree,,,Agree,Agree,,Moderately Accurate,Moderately Inaccurate,Very Accurate,,,,,Moderately Inaccurate,,Very Inaccurate,,Very true for me,Very true for me,,Very true for me,
753,0,Male,Portuguese,White,28,RPG,2,2,30,70,Yes,Platinum 1,No,Often,,Almost never/never,,Half of the time,Most of the time,,Most of the time,,Half of the time,,Half of the time,,Most of the time,Most of the time,,,Agree,No agreement,No agreement,No agreement,Often,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Never,A lot,A lot,A lot,,A lot,,,4,,,,,4,,4,,2,4,1 Not at all,1 Not at all,Moderately Inaccurate,,,Very Inaccurate,Very Inaccurate,,Very Accurate,,Moderately Accurate,Very Accurate,,Strongly disagree,,,Agree,,Strongly disagree,,Neither Accurate Nor Inaccurate,Very Accurate,Neither Accurate Nor Inaccurate,Very Inaccurate,,Very Inaccurate,,,,Very true for me,Very true for me,,,Very true for me,
1061,0,Male,Polish,White European ,19,Fps,3,1,80,20,Yes,Master guardian elite,No,Very often,,,Most of the time,Some of time,Half of the time,,Most of the time,,Most of the time,,Some of time,,,Most of the time,Some of time,,Agree,Agree,Agree,Agree,Often,Never,Sometimes,Rarely,Sometimes,Rarely,Often,Sometimes,Often,Never,Sometimes,Rarely,Sometimes,Never,Sometimes,Never,Rarely,Rarely,Sometimes,Never,Not at all,Not at all,,,Not at all,Somewhat,,3,3,3,,3,,5       Very much,2,,,3,,,Moderately Accurate,,,,Moderately Accurate,,Moderately Accurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,Agree,,Agree,Agree,,,,Moderately Accurate,Neither Accurate Nor Inaccurate,,Very Accurate,Moderately Inaccurate,,Moderately Accurate,,Very true for me,Somewhat true for me,,Very true for me,,
1284,0,Male,Swedish,Swedish and Pinoy,19,"Fps , MOBA , RPG",6,8,90,10,Yes,Faceit lvl 10 3000 elo,Yes,Very often,,,Most of the time,Almost always/always,Almost always/always,Almost always/always,,,Almost always/always,Most of the time,,,,Almost always/always,,Some of time,No agreement,No agreement,Agree,Agree,Often,Often,Rarely,Often,Never,Never,Sometimes,Never,Very often,Never,Never,Sometimes,Never,Never,Sometimes,Never,Often,Rarely,Often,Rarely,Somewhat,Not at all,,A lot,,A lot,,5       Very much,,5       Very much,,,1 Not at all,5       Very much,3,5       Very much,,,,3,Moderately Inaccurate,,Very Accurate,,Neither Accurate Nor Inaccurate,,Very Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Accurate,,,,Strongly agree,Strongly agree,Neither agree nor disagree,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Very Inaccurate,,,,Very true for me,Somewhat false for me,Somewhat true for me,,,
790,0,Male,American,Asian,24,Racing,3,1,20,80,Yes,Division 1,Yes,Sometimes,Some of time,,,Some of time,Almost always/always,,,Some of time,Almost always/always,,,Most of the time,Most of the time,Some of time,,,No agreement,Agree,No agreement,Agree,Often,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Sometimes,Often,Never,A lot,,A lot,A lot,A lot,,,2,,,,,3,5       Very much,3,,1 Not at all,5       Very much,1 Not at all,,Moderately Inaccurate,Moderately Inaccurate,,,Very Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Very Accurate,,,,Strongly agree,,Agree,,Disagree,,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Very Accurate,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,Very true for me,Somewhat true for me,,Somewhat true for me,,
