duration,Q_RelevantIDFraudScore,gender,nationality,ethnicity,age,gaming_time,gaming_related_activities_time,online_gaming_time,offline_gaming_time,playing_esports,preferred_game_name,preffered_esports_game_name,rank,team_membership,playing_with_offline_friends,MOGQ_social1,MOGQ_social2,MOGQ_social3,MOGQ_social4,MOGQ_escape1,MOGQ_escape2,MOGQ_escape3,MOGQ_escape4,MOGQ_competition1,MOGQ_competition2,MOGQ_competition3,MOGQ_competition4,MOGQ_coping1,MOGQ_coping2,MOGQ_coping3,MOGQ_coping4,IGCQ_1,IGCQ_2,IGCQ_3,IGCQ_4,attention_check_1,IGDS9SF_1,IGDS9SF_2,IGDS9SF_3,IGDS9SF_4,IGDS9SF_5,IGDS9SF_6,IGDS9SF_7,IGDS9SF_8,IGDS9SF_9,GDT_1,GDT_2,GDT_3,GDT_4,IGD_alternative_criterion2,IGD_alternative_criterion5,IGD_alternative_criterion6,IGD_alternative_criterion3,IGD_alternative_craving,IGD_alternative_health,BFRS_1,BFRS_2,BFRS_3,BFRS_4,BFRS_5,BFRS_6,BFRS_7,BSCS_1,BSCS_2,BSCS_3,BSCS_4,BSCS_5,BSCS_6,BSCS_7,BSCS_8,BSCS_9,BSCS_10,BSCS_11,BSCS_12,BSCS_13,attention_check_2,neuroticism_1,neuroticism_2,neuroticism_3,neuroticism_4,neuroticism_5,neuroticism_6,neuroticism_7,neuroticism_8,neuroticism_9,neuroticism_10,DJGLS_1,DJGLS_2,DJGLS_3,DJGLS_4,DJGLS_5,DJGLS_6,harm_avoidance_1,harm_avoidance_2,harm_avoidance_3,harm_avoidance_4,harm_avoidance_5,harm_avoidance_6,harm_avoidance_7,harm_avoidance_8,harm_avoidance_9,harm_avoidance_10,BAS_reward_1,BAS_reward_2,BAS_reward_3,BAS_reward_4,BAS_reward_5,
518,0,Male,Polish,Polish,20,3,13,99,1,No,Minecraft,,,No,Sometimes,,Most of the time,,Most of the time,Most of the time,,Almost always/always,,Most of the time,Some of time,,,Half of the time,Some of time,,,Agree,No agreement,Agree,No agreement,Often,Very often,Very often,Very often,Very often,Rarely,Very often,Sometimes,Often,Rarely,Very often,Very often,Often,Very often,Often,Often,Often,Very often,Very often,Very often,Not at all,,Somewhat,,Not at all,Somewhat,,1 Not at all,,5       Very much,,,3,,2,5       Very much,,3,,2,Moderately Inaccurate,Very Accurate,,,Moderately Accurate,,Very Inaccurate,,,Very Inaccurate,Neither Accurate Nor Inaccurate,,Strongly disagree,,Strongly disagree,Strongly agree,,,Neither Accurate Nor Inaccurate,Very Accurate,,Very Inaccurate,Moderately Accurate,,,,Very Inaccurate,Very true for me,Somewhat true for me,Somewhat true for me,,,
2041,0,Male,Polish,Poland,28,7,8,90,10,No,"World of Warcraft, World of Tanks (MMO's)",,,No,Rarely,,,Most of the time,Most of the time,Most of the time,Half of the time,,,Half of the time,Some of time,,,Some of time,Some of time,,,No agreement,No agreement,No agreement,Agree,Often,Rarely,Never,Never,Often,Often,Sometimes,Rarely,Rarely,Often,Sometimes,Often,Sometimes,Sometimes,Never,Often,Rarely,Never,Never,Often,Somewhat,,Not at all,,Somewhat,,Not at all,4,,5       Very much,,,4,5       Very much,2,,4,,,3,Moderately Accurate,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Moderately Accurate,,,Very Accurate,,Agree,Neither agree nor disagree,,Disagree,,,,Moderately Accurate,Moderately Accurate,,Moderately Inaccurate,,Very Inaccurate,Moderately Inaccurate,,,,Somewhat false for me,,Somewhat false for me,Somewhat true for me,
832,0,Male,British,Chinese,18,4,1,90,10,No,First person shooters,,,No,Sometimes,Half of the time,,,Almost always/always,Most of the time,,,Some of time,Most of the time,,,Most of the time,,Almost always/always,,Most of the time,Agree,Agree,Agree,No agreement,Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Somewhat,,A lot,,Somewhat,A lot,,4,,2,,,,5       Very much,3,4,,,2,4,Moderately Inaccurate,,,,Moderately Accurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Accurate,Moderately Inaccurate,,,,Agree,Strongly agree,,Neither agree nor disagree,,,Very Accurate,Moderately Inaccurate,,Moderately Accurate,Very Inaccurate,,Neither Accurate Nor Inaccurate,,,Very true for me,,Somewhat true for me,Very true for me,
714,0,Male,Polish,white,21,4,2,70,30,No,First Person Shooter (but variety genres in general),,,No,Sometimes,,Half of the time,,Half of the time,Most of the time,,,Most of the time,Half of the time,Half of the time,,,Most of the time,Most of the time,,,Agree,No agreement,Agree,Agree,Often,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Often,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Often,Rarely,Sometimes,Often,Sometimes,Somewhat,,A lot,,Somewhat,,Somewhat,2,,,,,4,5       Very much,3,5       Very much,,4,,2,Moderately Inaccurate,,,,Very Accurate,,Very Inaccurate,Moderately Accurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Agree,Agree,Agree,,Very Accurate,Moderately Accurate,Moderately Accurate,,Moderately Inaccurate,,,,,Moderately Inaccurate,,Very true for me,Very true for me,,Very true for me,
706,,Male,Portuguese,White/Caucasian,24,10,4,100,0,Yes,,League of Legends,Platinum,No,Never,Almost never/never,,,Almost never/never,Almost never/never,Almost never/never,,,Almost always/always,,,Almost always/always,,Almost never/never,,Almost never/never,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Often,Sometimes,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Often,Rarely,Never,Sometimes,Rarely,Often,Rarely,Sometimes,Sometimes,Somewhat,Somewhat,,Somewhat,,Somewhat,,2,,,,4,2,3,3,3,,4,,,Moderately Inaccurate,,,Moderately Inaccurate,Moderately Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,Strongly agree,,Agree,Agree,,,Moderately Accurate,,Moderately Inaccurate,,Moderately Inaccurate,,,,Moderately Accurate,Moderately Accurate,,Very true for me,Very true for me,Very true for me,,
815,0,Male,British,White,19,7,2,90,10,Yes,,Valorant,Diamond 1,No,Sometimes,,,Most of the time,Most of the time,Some of time,,Almost never/never,,Most of the time,,,Half of the time,,Some of time,Some of time,,Agree,Agree,Agree,Agree,Sometimes,Rarely,Sometimes,Rarely,Often,Sometimes,Sometimes,Often,Rarely,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Somewhat,A lot,,,,Somewhat,A lot,3,,,2,2,,,2,,2,3,,3,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Accurate,Moderately Accurate,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,,,Strongly agree,Strongly agree,Neither agree nor disagree,,,Neither Accurate Nor Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,,,Moderately Accurate,,Neither Accurate Nor Inaccurate,,Somewhat false for me,Somewhat true for me,,,Somewhat true for me,
601,0,Male,Poland,White,21,3,2,80,20,No,Counter-Strike: Global Ofensive ,,,No,Often,Half of the time,,,Some of time,Most of the time,Most of the time,,,Most of the time,,,Almost always/always,,Some of time,Some of time,,No agreement,No agreement,Agree,Agree,Often,Sometimes,Often,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Often,Sometimes,Rarely,Often,Sometimes,Often,Sometimes,Rarely,Rarely,Often,Sometimes,Somewhat,Not at all,,Not at all,,Somewhat,,2,4,,,4,,,3,2,3,,3,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,,,Moderately Accurate,Disagree,,Neither agree nor disagree,Neither agree nor disagree,,,Very Accurate,Very Inaccurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,,Moderately Accurate,,,Very true for me,Somewhat true for me,Somewhat true for me,,,
516,0,Male,British,White,21,6,5,95,5,No,League of Legends,,,No,Often,,Half of the time,,Some of time,Most of the time,,Half of the time,,Most of the time,Almost always/always,,,Half of the time,Half of the time,,,Agree,No agreement,Agree,No agreement,Often,Rarely,Often,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Rarely,Sometimes,Often,Sometimes,Rarely,Rarely,Somewhat,,,,Somewhat,A lot,Somewhat,3,,,,,3,4,3,,,3,2,3,Moderately Inaccurate,,,,Moderately Accurate,,Moderately Inaccurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Neither agree nor disagree,,,Agree,Disagree,,,,Moderately Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,Very Inaccurate,Moderately Accurate,,Somewhat true for me,Somewhat true for me,,Somewhat false for me,,
671,0,Male,Poland,White,21,3,2,95,5,No,FPS,,,Yes,Never,,,Almost always/always,Almost always/always,Almost always/always,,,Almost always/always,Half of the time,Most of the time,,,,Almost always/always,Some of time,,No agreement,No agreement,Agree,Strongly Agree,Often,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Very often,Rarely,Often,Often,Often,Sometimes,Rarely,Rarely,Often,Rarely,Sometimes,Often,A lot,,Somewhat,A lot,A lot,,,2,4,,5       Very much,5       Very much,,,2,,3,,,5       Very much,Moderately Inaccurate,,,Moderately Inaccurate,Moderately Accurate,Very Accurate,Neither Accurate Nor Inaccurate,,,Very Inaccurate,,Agree,,,Strongly agree,,Neither agree nor disagree,Very Accurate,,Very Accurate,,Very Inaccurate,,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Very true for me,Very true for me,,Very true for me,,
495,0,Male,Swedish,White,18,4,2,95,5,Yes,,FPS,DMG,No,Very often,,Most of the time,,Most of the time,Most of the time,Most of the time,,,Almost always/always,,Almost never/never,,,Most of the time,,Some of time,Agree,Agree,No agreement,Agree,Often,Very often,Sometimes,Sometimes,Sometimes,Often,Rarely,Never,Often,Rarely,Sometimes,Sometimes,Often,Never,Often,Sometimes,Rarely,Rarely,Often,Rarely,A lot,A lot,,,,A lot,A lot,2,,,,4,4,,3,4,,,4,4,Moderately Inaccurate,,Very Inaccurate,,Moderately Inaccurate,Very Inaccurate,Moderately Accurate,Moderately Inaccurate,,,,Neither agree nor disagree,Agree,,Agree,,,,,Very Accurate,,Very Inaccurate,,Very Inaccurate,Very Inaccurate,Neither Accurate Nor Inaccurate,,Somewhat true for me,Somewhat true for me,,Somewhat true for me,,
408,0,Male,Portuguese,White/Caucasian,28,2,2,90,10,Yes,," At the moment, Rocket League",Platinum,No,Sometimes,,Some of time,,Most of the time,Some of time,Some of time,,,Most of the time,,,Most of the time,Almost always/always,Almost always/always,,,Agree,Agree,Agree,Strongly Agree,Often,Never,Sometimes,Often,Rarely,Very often,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Very often,Rarely,Sometimes,Sometimes,Sometimes,Somewhat,Somewhat,,Not at all,,A lot,,2,3,,5       Very much,4,2,,2,,,,3,,Moderately Accurate,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,Very Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,,,Disagree,Neither agree nor disagree,Neither agree nor disagree,,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Somewhat true for me,Somewhat true for me,,,Very true for me,
554,0,Male,polish/german,katholic,19,4,2,100,0,Yes,,League of Legends,Diamond,No,Often,Almost never/never,,,Most of the time,Half of the time,,,Some of time,Almost always/always,Almost always/always,,,,Half of the time,Almost never/never,,Agree,No agreement,No agreement,Agree,Often,Often,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Never,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Often,Never,Somewhat,,Somewhat,A lot,A lot,,,3,,2,,4,,,3,4,,,3,2,Moderately Accurate,,,Moderately Inaccurate,Moderately Inaccurate,,Moderately Accurate,,Very Accurate,,Very Accurate,Strongly disagree,,,Strongly agree,Agree,,,Moderately Accurate,Moderately Inaccurate,,Moderately Accurate,Very Accurate,,,,Neither Accurate Nor Inaccurate,,Very true for me,Somewhat true for me,,Somewhat true for me,
1229,0,Male,Portuguese,White,30,12,2,99,1,Yes,,DotA 2 & CS:GO,Legend 3 & Global Elite,No,Sometimes,,Some of time,,Almost always/always,Almost always/always,,,Almost never/never,Almost always/always,,,Almost always/always,,Almost always/always,,Almost always/always,Strongly Agree,No agreement,No agreement,Agree,Often,Never,Never,Sometimes,Never,Rarely,Never,Never,Very often,Never,Never,Sometimes,Never,Never,Sometimes,Often,Often,Rarely,Very often,Never,Somewhat,Not at all,Somewhat,,Somewhat,,,4,4,,5       Very much,,4,5       Very much,2,,,,,5       Very much,Moderately Inaccurate,,,,Moderately Accurate,,Moderately Inaccurate,,Moderately Accurate,Moderately Accurate,Moderately Accurate,,Strongly agree,,Strongly agree,,Strongly disagree,,,Very Accurate,Moderately Accurate,,Neither Accurate Nor Inaccurate,Very Inaccurate,,,Moderately Inaccurate,,Very true for me,,Very true for me,Very true for me,
957,0,Male,Italian,Caucasian,22,5,6,85,15,Yes,,Rivals of Aether,"Ranked is not that important, but I'm 7th in Italy",No,Sometimes,,Most of the time,,Most of the time,Almost always/always,Almost always/always,,,Most of the time,,,Most of the time,Almost always/always,Half of the time,,,Agree,No agreement,Strongly Agree,Agree,Often,Rarely,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Very often,Never,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Often,Sometimes,Somewhat,Not at all,,Not at all,,,Somewhat,4,4,,2,4,,,4,,,2,,4,Moderately Inaccurate,,Very Accurate,,Very Inaccurate,,Moderately Accurate,,,Moderately Accurate,Very Inaccurate,Strongly agree,,Disagree,Disagree,,,,,Moderately Accurate,,,Moderately Accurate,,Moderately Inaccurate,Moderately Inaccurate,Moderately Inaccurate,Very true for me,Somewhat true for me,Somewhat true for me,,,
423,0,Male,portuguese ,white ,29,8,1,100,0,Yes,,counter strike global offensive ,legendary eagle ,No,Very often,Some of time,,,Some of time,Most of the time,,Half of the time,,Most of the time,Half of the time,,,,Most of the time,,Half of the time,No agreement,Agree,Agree,Agree,Often,Rarely,Often,Often,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Often,Never,Often,Rarely,Sometimes,Sometimes,Often,Never,A lot,,A lot,,A lot,,A lot,3,,2,,,,1 Not at all,4,1 Not at all,1 Not at all,,1 Not at all,,Moderately Inaccurate,,Very Inaccurate,,Moderately Accurate,,Moderately Accurate,,,Very Inaccurate,Very Accurate,Strongly disagree,Strongly agree,,Agree,,,Moderately Accurate,,Moderately Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,,,Very Inaccurate,,Very true for me,Very true for me,Very true for me,,,
547,0,Male,Italian,Caucasian,23,6,1,65,35,Yes,,"League of legends, Rainbow six siege, Overwatch",Gold/Platinum,Yes,Sometimes,,,Most of the time,Most of the time,Most of the time,,Almost always/always,,Half of the time,Most of the time,,,Almost always/always,Almost always/always,,,Agree,Agree,No agreement,Strongly Agree,Often,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Sometimes,Very often,Rarely,Rarely,Sometimes,Often,Never,Rarely,Rarely,Sometimes,Rarely,Very often,Rarely,A lot,,Somewhat,,A lot,A lot,,3,3,,,5       Very much,,,2,5       Very much,4,3,,,Moderately Inaccurate,Moderately Accurate,,,Very Accurate,Moderately Accurate,Moderately Accurate,Moderately Inaccurate,,,,,Agree,Strongly agree,Strongly agree,,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Accurate,,Moderately Accurate,Moderately Inaccurate,,,,Very true for me,,Very true for me,Somewhat true for me,
907,0,Male,Chilean,Mixed,24,3,6,60,40,Yes,,Moba,Diamond,No,Very often,Almost never/never,,,Some of time,Some of time,Almost never/never,,,Half of the time,Some of time,,,,Some of time,Almost never/never,,No agreement,No agreement,No agreement,No agreement,Often,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Never,Rarely,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,A lot,Somewhat,,,A lot,A lot,,4,3,4,1 Not at all,,,3,2,,2,,,,Moderately Accurate,,Very Inaccurate,,Moderately Inaccurate,Very Inaccurate,Very Accurate,,,Moderately Accurate,,Strongly disagree,,Strongly agree,Strongly agree,,,Moderately Accurate,Moderately Accurate,Very Accurate,Moderately Inaccurate,,,Moderately Inaccurate,,,,Very true for me,Very true for me,Very true for me,,,
1195,0,Male,Poland,White,20,4,2,90,10,No,League of legends,,,No,Sometimes,,Half of the time,,Almost always/always,Some of time,,,Some of time,Almost always/always,,,Almost always/always,Most of the time,Some of time,,,Strongly Agree,No agreement,Agree,Agree,Often,Rarely,Never,Rarely,Never,Rarely,Never,Never,Rarely,Never,Rarely,Never,Sometimes,Rarely,Never,Rarely,Often,Sometimes,Sometimes,Rarely,Somewhat,,A lot,Somewhat,,,Somewhat,4,,5       Very much,,3,4,,3,,4,,4,,Moderately Inaccurate,,,Very Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,,,Agree,Agree,Agree,,,Moderately Accurate,Very Accurate,Moderately Inaccurate,,,Moderately Inaccurate,,,Moderately Inaccurate,,Very true for me,,Very true for me,Very true for me,
422,0,Male,Portuguese,Blank,18,7,4,100,0,No,CSGO,,,No,Very often,,Almost always/always,,Almost always/always,Almost always/always,Almost always/always,,,Almost always/always,,,Almost always/always,,Almost always/always,Most of the time,,Agree,Agree,Agree,Agree,Often,Sometimes,Rarely,Often,Sometimes,Often,Often,Often,Often,Rarely,Often,Often,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Not at all,,,Somewhat,Somewhat,Somewhat,,1 Not at all,3,5       Very much,3,,3,4,3,,,,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,,,,,,,Agree,Agree,Strongly agree,,Moderately Inaccurate,Moderately Accurate,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,,Very true for me,,Somewhat true for me,Very true for me,
325,0,Male,Latvian,White,37,4,1,60,40,Yes,,fps,,No,Rarely,,,Almost never/never,Almost never/never,Half of the time,,,Half of the time,Most of the time,,Some of time,,,Some of time,Almost never/never,,No agreement,No agreement,No agreement,Strongly Agree,Often,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Never,Somewhat,,Somewhat,,Somewhat,Somewhat,,3,,4,1 Not at all,,3,4,2,,,,2,,Moderately Inaccurate,Moderately Inaccurate,Very Accurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,,,,Agree,,,Disagree,,Agree,Neither Accurate Nor Inaccurate,Moderately Accurate,Moderately Accurate,Moderately Accurate,,,,,,Neither Accurate Nor Inaccurate,Somewhat true for me,Somewhat true for me,,,Somewhat true for me,
427,0,Male,POLISH,white,32,4,2,65,35,Yes,,league of legends,diamond,No,Often,Almost never/never,,,Some of time,Half of the time,Half of the time,,,Most of the time,,Half of the time,,,Some of time,Almost never/never,,No agreement,No agreement,No agreement,Agree,Often,Often,Rarely,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,Never,Rarely,Rarely,Never,Sometimes,Sometimes,A lot,Not at all,,,,A lot,A lot,1 Not at all,4,,,5       Very much,,5       Very much,2,,,3,4,,Moderately Inaccurate,,,Very Inaccurate,Very Inaccurate,,Moderately Accurate,Moderately Accurate,,,Neither Accurate Nor Inaccurate,Disagree,Agree,,Agree,,,,Moderately Inaccurate,Moderately Accurate,,,Moderately Accurate,Moderately Inaccurate,Moderately Inaccurate,,,Very true for me,Very true for me,Somewhat true for me,,,
476,0,Female,Polish,White,21,8,4,70,30,Yes,,Overwatch,Grandmaster/top 500,No,Often,,,Almost never/never,Some of time,Half of the time,Half of the time,,,Almost always/always,,Almost always/always,,,Half of the time,Almost never/never,,Strongly Agree,Strongly Agree,Agree,Agree,Often,Very often,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Never,Rarely,Often,Rarely,Never,Often,Rarely,Often,Sometimes,Very often,Rarely,Somewhat,,A lot,Somewhat,Somewhat,,,3,4,2,5       Very much,,,,4,,,5       Very much,3,,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,Very Accurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,,,,,Agree,Disagree,Agree,Very Accurate,,Moderately Accurate,,,,Very Inaccurate,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Very true for me,Very true for me,,,Very true for me,
539,0,Male,Australian,White,31,6,0,10,90,No,Hitman 3,,,No,Rarely,,,Some of time,Some of time,Most of the time,,,Some of time,Some of time,,,Some of time,,Most of the time,,Half of the time,No agreement,No agreement,No agreement,No agreement,Often,Sometimes,Sometimes,Never,Rarely,Sometimes,Sometimes,Never,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Not at all,Not at all,,,,Not at all,Somewhat,4,4,,,,4,,3,,3,3,,2,Moderately Inaccurate,,Moderately Accurate,Moderately Accurate,Moderately Accurate,Moderately Accurate,Moderately Inaccurate,,,,,,,,Strongly disagree,Strongly agree,Strongly agree,Moderately Inaccurate,,Moderately Accurate,Moderately Inaccurate,,,,Very Inaccurate,Moderately Accurate,,,Very true for me,Very true for me,,Very true for me,
697,0,Male,British ,White ,45,2,1,80,20,No,Grand theft auto ,,,No,Often,,,Most of the time,Most of the time,Most of the time,,,Most of the time,Most of the time,,,Most of the time,Most of the time,Almost always/always,,,Agree,Agree,Strongly Agree,Agree,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Often,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Often,Sometimes,Not at all,Not at all,,,,Not at all,Not at all,2,,3,,,,4,2,4,,3,4,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Very Accurate,Very Accurate,,Very Inaccurate,Very Inaccurate,,,,Strongly agree,,,Disagree,,Agree,Moderately Accurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,,,,Moderately Accurate,,Neither Accurate Nor Inaccurate,,Somewhat true for me,,Somewhat true for me,Very true for me,
520,0,Male,Polish,white,23,6,11,90,10,No,"CS:GO, Fifa 21",,,No,Very often,Half of the time,,,Some of time,Half of the time,,Some of time,,Almost always/always,,,Almost always/always,,Half of the time,Almost never/never,,No agreement,Agree,No agreement,Agree,Often,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Somewhat,A lot,Somewhat,,,,Somewhat,4,3,,,,2,,4,4,3,,,3,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Very Inaccurate,,,,Moderately Accurate,,Strongly agree,,Agree,Neither agree nor disagree,,Very Inaccurate,,Moderately Accurate,Very Accurate,,,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Somewhat true for me,Very true for me,,Very true for me,
576,0,Male,Pakistani,south asian,22,4,3,90,10,Yes,,PUBG,Conquerer,Yes,Very often,,,Most of the time,Most of the time,Most of the time,Some of time,,,Almost always/always,,Almost always/always,,,Most of the time,Most of the time,,Agree,Strongly Agree,No agreement,Strongly Agree,Often,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Often,Very often,Sometimes,Sometimes,Often,Rarely,Rarely,Very often,Sometimes,Very often,Never,Often,Very often,A lot,,A lot,A lot,A lot,,,5       Very much,,,,5       Very much,,,4,3,2,4,1 Not at all,,Moderately Inaccurate,Moderately Accurate,Moderately Inaccurate,,Moderately Accurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,,Strongly agree,,,Agree,Strongly agree,,,Very Accurate,Neither Accurate Nor Inaccurate,Moderately Accurate,,Moderately Accurate,,,,Moderately Accurate,,Very true for me,,Very true for me,Very true for me,
629,0,Male,United States of America,White,27,6,2,50,50,No,Overwatch,,,No,Sometimes,,,Some of time,Some of time,Most of the time,,Most of the time,,Some of time,,Some of time,,Most of the time,Most of the time,,,No agreement,No agreement,Agree,Agree,Often,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Very often,Very often,Never,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very often,Often,A lot,,Somewhat,,,A lot,A lot,3,,,,2,,5       Very much,3,3,4,,,1 Not at all,Moderately Inaccurate,,,,Very Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Very Inaccurate,,,Agree,Agree,Agree,,,,Moderately Accurate,Moderately Accurate,,Very Inaccurate,,Very Inaccurate,Very Inaccurate,,,,Somewhat false for me,Somewhat false for me,,Somewhat true for me,
652,0,Male,Poland,Poland,18,6,8,90,10,No,League of legends,,,Yes,Very often,,Some of time,,Almost always/always,Most of the time,Some of time,,,Most of the time,Most of the time,,,Some of time,Half of the time,,,No agreement,Agree,Agree,Strongly Agree,Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Somewhat,Not at all,,Somewhat,Somewhat,,,5       Very much,,3,3,,3,,1 Not at all,,,1 Not at all,,2,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Accurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,,,,Agree,Neither agree nor disagree,,Neither agree nor disagree,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,,,,Very true for me,Somewhat true for me,Somewhat true for me,,
430,0,Male,uk,white,45,2,2,74,26,Yes,,cs go,Gold Nova I,No,Often,,Half of the time,,Some of time,Most of the time,Half of the time,,,Most of the time,,,Most of the time,Most of the time,Half of the time,,,No agreement,No agreement,No agreement,No agreement,Often,Never,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Somewhat,Not at all,,Somewhat,,,Somewhat,1 Not at all,,4,4,5       Very much,,3,1 Not at all,,,,4,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Accurate,Moderately Inaccurate,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,Agree,,,Neither agree nor disagree,Agree,,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,,,,,Moderately Accurate,Moderately Accurate,,Very true for me,Very true for me,,Very true for me,
